EmployeeID,FirstName,LastName,Age,Gender,MaritalStatus,Department,JobRole,MonthlyIncome,EducationLevel,HireDate,EmploymentStatus,ManagerID,BusinessTravel,OverTime
373,Emp373,LN373,42,Female,Single,R&D,Principal Researcher,7528,Bachelor's,2017-01-03,Terminated,127.0,Travel_Rarely,Yes
374,Emp374,LN374,30,Female,Single,Sales,Sales Executive,5842,Bachelor's,2014-02-23,Leave of Absence,48.0,Travel_Rarely,Yes
375,Emp375,LN375,29,Male,Divorced,Human Resources,HR Manager,7127,Associate's,2022-05-10,Active,109.0,Non-Travel,Yes
376,Emp376,LN376,30,Female,Married,Customer Success,Customer Success Manager,17618,Master's,2014-02-19,Terminated,61.0,Travel_Rarely,Yes
377,Emp377,LN377,54,Female,Married,Engineering,Data Engineer,10395,Master's,2011-09-08,Active,135.0,Travel_Frequently,No
378,Emp378,LN378,46,Nonbinary,Divorced,Customer Success,Customer Success Manager,16080,Associate's,2010-08-09,Leave of Absence,97.0,Travel_Rarely,Yes
379,Emp379,LN379,44,Nonbinary,Married,Human Resources,HR Specialist,17325,Bachelor's,2007-08-31,Terminated,105.0,Non-Travel,Yes
380,Emp380,LN380,46,Male,Single,R&D,Lab Technician,4992,Associate's,2012-08-27,Leave of Absence,89.0,Non-Travel,No
381,Emp381,LN381,25,Male,Single,IT,IT Support,11259,Bachelor's,2006-12-12,Leave of Absence,93.0,Travel_Frequently,Yes
382,Emp382,LN382,48,Nonbinary,Married,Human Resources,HR Specialist,9457,PhD,2016-02-05,Terminated,132.0,Travel_Frequently,Yes
383,Emp383,LN383,51,Male,Divorced,IT,IT Support,4101,Master's,2013-08-25,Terminated,51.0,Non-Travel,Yes
384,Emp384,LN384,59,Female,Divorced,Human Resources,HR Specialist,7388,Master's,2012-05-09,Active,123.0,Travel_Frequently,No
385,Emp385,LN385,27,Nonbinary,Married,Operations,Operations Analyst,3287,High School,2020-05-23,Leave of Absence,36.0,Travel_Rarely,No
386,Emp386,LN386,44,Female,Single,Engineering,DevOps Engineer,16505,Bachelor's,2009-03-28,Terminated,99.0,Travel_Frequently,Yes
387,Emp387,LN387,44,Nonbinary,Divorced,Customer Success,Customer Success Manager,17539,High School,2007-02-13,Terminated,28.0,Travel_Frequently,Yes
388,Emp388,LN388,36,Nonbinary,Married,Sales,Sales Executive,4173,Associate's,2021-11-11,Active,100.0,Travel_Rarely,No
389,Emp389,LN389,44,Male,Divorced,Operations,Logistics Coordinator,6111,PhD,2005-05-16,Leave of Absence,143.0,Travel_Rarely,Yes
390,Emp390,LN390,44,Nonbinary,Divorced,Engineering,DevOps Engineer,13642,High School,2015-06-27,Leave of Absence,133.0,Non-Travel,No
391,Emp391,LN391,42,Male,Married,R&D,Principal Researcher,18339,High School,2020-09-14,Active,1.0,Non-Travel,Yes
392,Emp392,LN392,46,Female,Single,R&D,Research Scientist,12800,PhD,2016-06-30,Terminated,114.0,Travel_Frequently,No
393,Emp393,LN393,58,Female,Married,Marketing,Marketing Analyst,6867,Bachelor's,2009-04-07,Leave of Absence,75.0,Non-Travel,No
394,Emp394,LN394,58,Female,Single,Human Resources,Recruiter,7844,Master's,2017-09-11,Active,136.0,Travel_Rarely,No
395,Emp395,LN395,27,Female,Married,Finance,Financial Analyst,10886,Master's,2018-10-17,Terminated,86.0,Travel_Frequently,Yes
396,Emp396,LN396,52,Female,Single,IT,Systems Admin,6528,PhD,2017-04-27,Active,16.0,Travel_Frequently,No
397,Emp397,LN397,31,Male,Single,R&D,Principal Researcher,8025,Associate's,2006-02-13,Leave of Absence,33.0,Travel_Rarely,No
398,Emp398,LN398,27,Female,Married,Customer Success,Support Associate,12738,PhD,2005-05-23,Active,52.0,Travel_Frequently,No
399,Emp399,LN399,43,Male,Divorced,Human Resources,Recruiter,11841,Master's,2008-04-19,Active,69.0,Non-Travel,No
400,Emp400,LN400,43,Female,Single,Customer Success,Customer Success Manager,8307,PhD,2019-08-13,Terminated,100.0,Travel_Rarely,Yes
401,Emp401,LN401,26,Female,Single,Finance,Accountant,11768,PhD,2014-05-21,Leave of Absence,90.0,Travel_Rarely,No
402,Emp402,LN402,57,Nonbinary,Single,R&D,Research Scientist,12451,Bachelor's,2017-04-03,Active,53.0,Travel_Frequently,No
403,Emp403,LN403,51,Nonbinary,Married,Sales,Sales Executive,3648,PhD,2012-06-04,Leave of Absence,78.0,Travel_Rarely,No
404,Emp404,LN404,48,Male,Single,Customer Success,Customer Success Manager,11331,PhD,2007-12-16,Terminated,116.0,Travel_Frequently,Yes
405,Emp405,LN405,33,Nonbinary,Married,Sales,Account Manager,7421,Associate's,2015-12-12,Terminated,83.0,Travel_Frequently,No
406,Emp406,LN406,59,Male,Married,Finance,Accountant,16563,High School,2007-07-23,Terminated,122.0,Travel_Frequently,No
407,Emp407,LN407,22,Female,Divorced,Finance,Accountant,9953,High School,2016-12-17,Terminated,100.0,Non-Travel,No
408,Emp408,LN408,41,Male,Divorced,Customer Success,Support Associate,7834,PhD,2007-09-11,Active,129.0,Travel_Rarely,No
409,Emp409,LN409,58,Nonbinary,Married,Human Resources,Recruiter,15689,Bachelor's,2005-11-14,Leave of Absence,115.0,Travel_Rarely,Yes
410,Emp410,LN410,39,Nonbinary,Single,Finance,Accountant,10944,High School,2011-07-18,Active,67.0,Travel_Rarely,No
411,Emp411,LN411,34,Male,Divorced,Customer Success,Customer Success Manager,12068,Master's,2014-04-20,Leave of Absence,74.0,Travel_Rarely,Yes
412,Emp412,LN412,43,Male,Single,IT,Network Engineer,7760,Associate's,2016-03-29,Active,89.0,Travel_Rarely,Yes
413,Emp413,LN413,22,Nonbinary,Divorced,Marketing,Marketing Analyst,13353,Associate's,2020-07-27,Active,101.0,Travel_Rarely,No
414,Emp414,LN414,38,Nonbinary,Divorced,Sales,Sales Executive,9207,High School,2018-08-28,Terminated,75.0,Travel_Rarely,No
415,Emp415,LN415,50,Male,Single,R&D,Lab Technician,12459,High School,2017-07-08,Active,64.0,Travel_Rarely,Yes
416,Emp416,LN416,40,Male,Married,Operations,Logistics Coordinator,14384,Associate's,2021-09-23,Active,105.0,Travel_Rarely,Yes
417,Emp417,LN417,50,Male,Married,Customer Success,Support Associate,19811,Master's,2014-05-26,Active,73.0,Travel_Rarely,No
418,Emp418,LN418,24,Male,Single,Marketing,Marketing Analyst,18221,PhD,2011-03-10,Leave of Absence,58.0,Non-Travel,No
419,Emp419,LN419,44,Nonbinary,Divorced,Finance,Accountant,11917,Bachelor's,2008-11-26,Active,118.0,Non-Travel,Yes
420,Emp420,LN420,58,Nonbinary,Married,Operations,Logistics Coordinator,18777,Master's,2008-04-01,Terminated,85.0,Travel_Frequently,Yes
421,Emp421,LN421,27,Male,Divorced,Engineering,DevOps Engineer,4481,Associate's,2012-01-12,Terminated,100.0,Travel_Rarely,No
422,Emp422,LN422,39,Nonbinary,Married,IT,Network Engineer,12657,PhD,2020-10-25,Leave of Absence,50.0,Travel_Frequently,Yes
423,Emp423,LN423,60,Nonbinary,Divorced,Engineering,Data Engineer,4653,Bachelor's,2012-07-30,Terminated,93.0,Non-Travel,No
424,Emp424,LN424,59,Nonbinary,Divorced,Marketing,Marketing Analyst,16264,High School,2005-06-09,Leave of Absence,51.0,Travel_Rarely,Yes
425,Emp425,LN425,26,Female,Married,IT,IT Support,7547,Associate's,2021-02-16,Leave of Absence,144.0,Non-Travel,No
426,Emp426,LN426,60,Nonbinary,Single,Sales,Account Manager,5518,Bachelor's,2022-10-02,Leave of Absence,140.0,Travel_Rarely,Yes
427,Emp427,LN427,50,Male,Divorced,Operations,Operations Analyst,18938,Master's,2006-07-29,Terminated,70.0,Travel_Frequently,No
428,Emp428,LN428,56,Male,Single,Human Resources,Recruiter,18155,High School,2018-08-13,Terminated,84.0,Non-Travel,Yes
429,Emp429,LN429,53,Nonbinary,Married,Customer Success,Customer Success Manager,18396,Master's,2008-07-12,Terminated,105.0,Travel_Rarely,No
430,Emp430,LN430,33,Female,Single,Customer Success,Support Associate,5978,High School,2021-12-30,Terminated,146.0,Non-Travel,No
431,Emp431,LN431,43,Nonbinary,Single,Engineering,Data Engineer,14834,Master's,2011-12-11,Leave of Absence,47.0,Non-Travel,No
432,Emp432,LN432,58,Male,Married,Marketing,Marketing Analyst,8090,Associate's,2018-06-27,Leave of Absence,27.0,Travel_Rarely,No
433,Emp433,LN433,47,Female,Single,Human Resources,HR Manager,11327,Bachelor's,2010-05-01,Terminated,98.0,Travel_Rarely,Yes
434,Emp434,LN434,24,Male,Divorced,Finance,Accountant,18082,High School,2018-02-24,Leave of Absence,137.0,Travel_Rarely,Yes
435,Emp435,LN435,31,Nonbinary,Divorced,Sales,Sales Representative,13196,High School,2014-12-15,Leave of Absence,119.0,Travel_Rarely,Yes
436,Emp436,LN436,37,Male,Married,R&D,Lab Technician,11848,Bachelor's,2015-09-18,Active,43.0,Travel_Frequently,Yes
437,Emp437,LN437,42,Nonbinary,Married,Operations,Logistics Coordinator,12340,Associate's,2009-01-12,Active,45.0,Travel_Rarely,Yes
438,Emp438,LN438,51,Male,Single,R&D,Lab Technician,6969,Associate's,2022-09-14,Leave of Absence,16.0,Travel_Rarely,No
439,Emp439,LN439,34,Male,Single,IT,Systems Admin,10450,Master's,2007-05-17,Active,19.0,Travel_Rarely,No
440,Emp440,LN440,50,Female,Single,Finance,Financial Analyst,3721,Master's,2006-09-16,Leave of Absence,26.0,Travel_Rarely,No
441,Emp441,LN441,32,Female,Divorced,R&D,Research Scientist,14129,High School,2020-10-14,Leave of Absence,118.0,Travel_Frequently,Yes
442,Emp442,LN442,35,Female,Divorced,Engineering,Software Engineer,17967,Master's,2005-08-11,Leave of Absence,61.0,Travel_Frequently,Yes
443,Emp443,LN443,28,Nonbinary,Single,Engineering,Data Engineer,4787,High School,2017-05-13,Terminated,41.0,Travel_Frequently,No
444,Emp444,LN444,26,Nonbinary,Single,Sales,Account Manager,17853,Bachelor's,2013-12-13,Active,56.0,Travel_Rarely,Yes
445,Emp445,LN445,38,Nonbinary,Single,Sales,Account Manager,15326,Associate's,2021-02-08,Terminated,76.0,Non-Travel,No
446,Emp446,LN446,42,Female,Divorced,Human Resources,Recruiter,18718,Master's,2008-01-30,Active,120.0,Travel_Rarely,No
447,Emp447,LN447,26,Female,Married,Human Resources,Recruiter,5890,Bachelor's,2010-12-23,Active,42.0,Travel_Frequently,Yes
448,Emp448,LN448,40,Female,Divorced,Engineering,Data Engineer,17204,Master's,2010-12-23,Leave of Absence,125.0,Travel_Frequently,No
449,Emp449,LN449,47,Female,Single,Finance,Financial Analyst,18235,High School,2011-08-30,Leave of Absence,28.0,Travel_Frequently,Yes
450,Emp450,LN450,57,Male,Divorced,Marketing,SEO Specialist,12848,High School,2016-02-28,Active,113.0,Travel_Frequently,Yes
451,Emp451,LN451,35,Male,Single,Finance,Finance Manager,16743,High School,2007-11-18,Leave of Absence,112.0,Travel_Frequently,No
452,Emp452,LN452,41,Male,Single,Finance,Financial Analyst,18666,Master's,2020-06-08,Terminated,85.0,Travel_Frequently,Yes
453,Emp453,LN453,59,Nonbinary,Single,Operations,Operations Analyst,7835,Bachelor's,2009-06-24,Leave of Absence,47.0,Travel_Rarely,Yes
454,Emp454,LN454,20,Female,Single,Customer Success,Customer Success Manager,19794,Master's,2014-12-04,Terminated,125.0,Travel_Frequently,Yes
455,Emp455,LN455,26,Male,Married,Marketing,Brand Manager,13924,PhD,2015-07-29,Active,37.0,Travel_Frequently,No
456,Emp456,LN456,28,Female,Married,Marketing,Marketing Analyst,10557,Master's,2010-06-16,Terminated,53.0,Travel_Rarely,Yes
457,Emp457,LN457,28,Nonbinary,Single,R&D,Lab Technician,12294,Master's,2019-10-01,Active,43.0,Non-Travel,Yes
458,Emp458,LN458,40,Male,Single,Engineering,DevOps Engineer,10266,PhD,2005-03-08,Terminated,35.0,Non-Travel,Yes
459,Emp459,LN459,49,Male,Divorced,Finance,Financial Analyst,6059,Master's,2018-04-03,Terminated,60.0,Non-Travel,Yes
460,Emp460,LN460,58,Nonbinary,Married,Engineering,Software Engineer,7190,High School,2013-10-26,Terminated,93.0,Non-Travel,Yes
461,Emp461,LN461,46,Male,Divorced,Engineering,DevOps Engineer,12329,Bachelor's,2007-05-18,Leave of Absence,112.0,Non-Travel,No
462,Emp462,LN462,40,Male,Divorced,Customer Success,Support Associate,15437,Associate's,2010-06-09,Leave of Absence,86.0,Travel_Frequently,Yes
463,Emp463,LN463,49,Male,Divorced,Human Resources,HR Specialist,14837,PhD,2008-07-31,Active,114.0,Non-Travel,No
464,Emp464,LN464,56,Male,Divorced,Sales,Sales Representative,3714,Bachelor's,2010-03-20,Terminated,137.0,Travel_Frequently,Yes
465,Emp465,LN465,58,Nonbinary,Married,Engineering,DevOps Engineer,18859,Associate's,2005-09-12,Active,88.0,Non-Travel,No
466,Emp466,LN466,46,Nonbinary,Single,Finance,Accountant,14640,Bachelor's,2020-04-21,Terminated,132.0,Travel_Rarely,No
467,Emp467,LN467,51,Male,Married,Customer Success,Support Associate,17095,Master's,2021-08-25,Terminated,74.0,Non-Travel,Yes
468,Emp468,LN468,34,Female,Single,R&D,Research Scientist,13182,High School,2006-08-11,Active,116.0,Travel_Frequently,No
469,Emp469,LN469,37,Nonbinary,Single,Operations,Logistics Coordinator,17376,Bachelor's,2012-02-23,Leave of Absence,91.0,Non-Travel,No
470,Emp470,LN470,25,Female,Married,Marketing,Brand Manager,10608,Master's,2021-02-13,Active,122.0,Non-Travel,No
471,Emp471,LN471,23,Nonbinary,Married,Sales,Account Manager,14985,Bachelor's,2015-03-13,Terminated,106.0,Non-Travel,No
472,Emp472,LN472,45,Nonbinary,Single,Marketing,Marketing Analyst,4828,PhD,2006-01-18,Active,80.0,Travel_Rarely,Yes
473,Emp473,LN473,39,Female,Single,R&D,Lab Technician,10907,High School,2021-03-10,Leave of Absence,49.0,Travel_Rarely,No
474,Emp474,LN474,57,Female,Single,Operations,Operations Analyst,19888,Bachelor's,2017-06-25,Active,144.0,Travel_Frequently,No
475,Emp475,LN475,20,Nonbinary,Single,Customer Success,Customer Success Manager,9993,Associate's,2009-03-01,Terminated,80.0,Travel_Rarely,No
476,Emp476,LN476,44,Female,Divorced,R&D,Research Scientist,12606,Bachelor's,2008-05-17,Active,129.0,Travel_Rarely,Yes
477,Emp477,LN477,29,Male,Single,Engineering,Software Engineer,14294,Master's,2019-02-27,Terminated,71.0,Travel_Frequently,Yes
478,Emp478,LN478,28,Female,Married,IT,Systems Admin,5202,Master's,2009-06-06,Terminated,104.0,Non-Travel,No
479,Emp479,LN479,55,Male,Married,R&D,Research Scientist,6200,High School,2007-04-01,Active,46.0,Travel_Frequently,No
480,Emp480,LN480,58,Female,Married,R&D,Research Scientist,15261,Master's,2018-12-11,Leave of Absence,22.0,Non-Travel,No
481,Emp481,LN481,44,Male,Single,Engineering,Software Engineer,11680,Bachelor's,2017-06-24,Active,17.0,Travel_Rarely,No
482,Emp482,LN482,56,Nonbinary,Divorced,Customer Success,Support Associate,6291,Master's,2011-02-22,Terminated,30.0,Travel_Rarely,Yes
483,Emp483,LN483,55,Nonbinary,Married,Marketing,Brand Manager,16706,High School,2010-08-10,Leave of Absence,140.0,Non-Travel,No
484,Emp484,LN484,31,Male,Single,Operations,Operations Analyst,10375,Bachelor's,2018-01-10,Active,53.0,Travel_Rarely,No
485,Emp485,LN485,37,Nonbinary,Divorced,Customer Success,Customer Success Manager,8305,Master's,2021-08-05,Terminated,12.0,Travel_Rarely,Yes
486,Emp486,LN486,35,Male,Divorced,Engineering,DevOps Engineer,4473,Associate's,2022-04-05,Leave of Absence,131.0,Travel_Rarely,Yes
487,Emp487,LN487,55,Nonbinary,Divorced,Customer Success,Customer Success Manager,13331,PhD,2010-04-12,Terminated,76.0,Non-Travel,Yes
488,Emp488,LN488,34,Female,Single,Sales,Sales Executive,10396,PhD,2015-08-20,Leave of Absence,47.0,Travel_Rarely,Yes
489,Emp489,LN489,35,Female,Married,Finance,Finance Manager,5298,High School,2018-08-03,Terminated,86.0,Travel_Rarely,No
490,Emp490,LN490,31,Female,Divorced,Operations,Logistics Coordinator,13536,High School,2022-03-03,Terminated,58.0,Travel_Rarely,No
491,Emp491,LN491,43,Nonbinary,Married,Sales,Account Manager,6654,Bachelor's,2021-05-07,Active,105.0,Non-Travel,No
492,Emp492,LN492,41,Female,Divorced,Marketing,Marketing Analyst,19783,Bachelor's,2007-09-10,Active,36.0,Travel_Rarely,No
493,Emp493,LN493,27,Male,Single,Marketing,SEO Specialist,4148,Bachelor's,2016-08-08,Terminated,121.0,Travel_Rarely,Yes
494,Emp494,LN494,41,Male,Divorced,Sales,Account Manager,5454,Master's,2005-11-17,Active,19.0,Non-Travel,No
495,Emp495,LN495,50,Male,Single,R&D,Principal Researcher,11953,High School,2008-02-29,Terminated,144.0,Travel_Frequently,No
496,Emp496,LN496,39,Male,Divorced,Operations,Logistics Coordinator,9065,Associate's,2009-04-18,Terminated,80.0,Travel_Rarely,Yes
497,Emp497,LN497,30,Female,Married,R&D,Lab Technician,18210,High School,2014-05-01,Leave of Absence,31.0,Non-Travel,Yes
498,Emp498,LN498,35,Female,Divorced,Human Resources,HR Manager,12566,Master's,2020-04-26,Active,55.0,Travel_Rarely,Yes
499,Emp499,LN499,25,Nonbinary,Married,Sales,Sales Executive,19561,Bachelor's,2019-11-29,Leave of Absence,100.0,Travel_Frequently,Yes
500,Emp500,LN500,51,Nonbinary,Single,R&D,Principal Researcher,3293,Bachelor's,2006-06-30,Terminated,22.0,Travel_Frequently,No
501,Emp501,LN501,29,Male,Single,IT,Systems Admin,14094,Master's,2006-03-01,Active,8.0,Non-Travel,Yes
502,Emp502,LN502,38,Male,Married,Finance,Finance Manager,5619,Associate's,2017-09-06,Terminated,124.0,Travel_Frequently,No
503,Emp503,LN503,54,Nonbinary,Married,Marketing,Brand Manager,7456,High School,2009-12-17,Leave of Absence,98.0,Non-Travel,Yes
504,Emp504,LN504,49,Male,Divorced,Marketing,Marketing Analyst,10962,Master's,2010-08-04,Active,70.0,Non-Travel,No
505,Emp505,LN505,27,Nonbinary,Divorced,Customer Success,Customer Success Manager,8618,Associate's,2007-04-27,Active,76.0,Travel_Rarely,Yes
506,Emp506,LN506,25,Nonbinary,Divorced,Operations,Operations Analyst,12829,Master's,2021-11-13,Leave of Absence,17.0,Travel_Rarely,Yes
507,Emp507,LN507,60,Nonbinary,Single,Marketing,Brand Manager,4236,Master's,2007-06-17,Active,143.0,Non-Travel,No
508,Emp508,LN508,32,Nonbinary,Married,Marketing,Brand Manager,14859,Bachelor's,2020-06-20,Terminated,90.0,Non-Travel,No
509,Emp509,LN509,26,Male,Married,Operations,Logistics Coordinator,12186,Bachelor's,2005-02-23,Active,71.0,Travel_Rarely,Yes
510,Emp510,LN510,39,Female,Single,Finance,Financial Analyst,18090,Bachelor's,2006-12-26,Terminated,133.0,Travel_Rarely,Yes
511,Emp511,LN511,34,Male,Single,Engineering,Software Engineer,12621,High School,2016-07-16,Terminated,90.0,Non-Travel,No
512,Emp512,LN512,37,Female,Married,IT,Network Engineer,12568,Associate's,2015-08-20,Terminated,34.0,Travel_Rarely,Yes
513,Emp513,LN513,55,Male,Divorced,Engineering,Data Engineer,11237,Master's,2021-07-15,Active,48.0,Travel_Frequently,Yes
514,Emp514,LN514,36,Nonbinary,Married,Marketing,Brand Manager,14281,High School,2019-04-15,Active,41.0,Travel_Frequently,Yes
515,Emp515,LN515,53,Male,Single,Engineering,Data Engineer,17784,Bachelor's,2021-12-24,Leave of Absence,103.0,Travel_Frequently,Yes
516,Emp516,LN516,36,Nonbinary,Single,Sales,Sales Representative,17063,PhD,2011-08-10,Active,32.0,Travel_Frequently,No
517,Emp517,LN517,48,Male,Divorced,Sales,Sales Executive,16088,High School,2014-12-25,Active,125.0,Non-Travel,Yes
518,Emp518,LN518,43,Male,Single,Operations,Operations Analyst,19408,Associate's,2016-06-20,Terminated,115.0,Travel_Rarely,Yes
519,Emp519,LN519,34,Male,Married,Customer Success,Customer Success Manager,9560,PhD,2021-07-29,Terminated,147.0,Travel_Frequently,Yes
520,Emp520,LN520,54,Nonbinary,Married,Sales,Account Manager,12088,High School,2019-04-15,Leave of Absence,12.0,Travel_Frequently,No
521,Emp521,LN521,51,Female,Single,R&D,Research Scientist,12748,PhD,2018-07-03,Active,23.0,Travel_Frequently,Yes
522,Emp522,LN522,39,Male,Married,R&D,Principal Researcher,6741,Master's,2013-05-20,Leave of Absence,119.0,Non-Travel,No
523,Emp523,LN523,36,Female,Married,Human Resources,HR Manager,4432,Bachelor's,2011-08-02,Active,4.0,Non-Travel,No
524,Emp524,LN524,49,Nonbinary,Divorced,Marketing,SEO Specialist,3303,PhD,2022-01-27,Leave of Absence,97.0,Non-Travel,Yes
525,Emp525,LN525,37,Female,Married,Marketing,Marketing Analyst,19603,High School,2008-01-21,Terminated,63.0,Travel_Rarely,Yes
526,Emp526,LN526,49,Nonbinary,Married,Human Resources,HR Specialist,9850,Bachelor's,2009-12-17,Active,28.0,Travel_Frequently,No
527,Emp527,LN527,43,Male,Single,Human Resources,Recruiter,6604,Associate's,2009-05-16,Terminated,36.0,Travel_Frequently,Yes
528,Emp528,LN528,37,Female,Married,Finance,Accountant,7947,PhD,2006-07-19,Active,88.0,Travel_Rarely,Yes
529,Emp529,LN529,49,Female,Divorced,R&D,Lab Technician,12201,High School,2008-10-15,Leave of Absence,132.0,Travel_Rarely,Yes
530,Emp530,LN530,30,Male,Single,Marketing,Marketing Analyst,14511,Associate's,2009-11-09,Leave of Absence,6.0,Non-Travel,No
531,Emp531,LN531,32,Female,Single,Engineering,DevOps Engineer,5759,Master's,2009-11-09,Active,103.0,Travel_Rarely,No
532,Emp532,LN532,53,Male,Single,R&D,Research Scientist,10108,PhD,2008-09-15,Terminated,115.0,Non-Travel,No
533,Emp533,LN533,48,Male,Married,R&D,Principal Researcher,19819,PhD,2012-08-15,Leave of Absence,1.0,Travel_Frequently,No
534,Emp534,LN534,46,Nonbinary,Married,Customer Success,Customer Success Manager,3985,Bachelor's,2009-02-16,Active,128.0,Non-Travel,Yes
535,Emp535,LN535,21,Nonbinary,Single,IT,IT Support,6028,Master's,2013-06-08,Terminated,73.0,Travel_Frequently,Yes
536,Emp536,LN536,45,Male,Married,Customer Success,Customer Success Manager,13701,Associate's,2019-12-29,Terminated,11.0,Travel_Rarely,Yes
537,Emp537,LN537,27,Male,Single,Engineering,Data Engineer,9774,High School,2010-05-30,Leave of Absence,67.0,Travel_Frequently,Yes
538,Emp538,LN538,47,Female,Divorced,Marketing,Marketing Analyst,10132,Bachelor's,2014-05-19,Leave of Absence,84.0,Travel_Frequently,Yes
539,Emp539,LN539,25,Nonbinary,Married,IT,IT Support,4600,High School,2015-02-08,Active,134.0,Travel_Rarely,No
540,Emp540,LN540,30,Male,Married,IT,Network Engineer,9965,High School,2006-07-07,Active,52.0,Travel_Frequently,Yes
541,Emp541,LN541,45,Nonbinary,Divorced,Operations,Logistics Coordinator,12147,PhD,2011-12-31,Leave of Absence,92.0,Travel_Frequently,Yes
542,Emp542,LN542,53,Female,Divorced,R&D,Principal Researcher,5716,PhD,2014-03-27,Terminated,128.0,Non-Travel,No
543,Emp543,LN543,20,Male,Divorced,R&D,Research Scientist,11309,Master's,2012-12-04,Leave of Absence,47.0,Travel_Rarely,No
544,Emp544,LN544,28,Female,Single,R&D,Lab Technician,17442,Associate's,2021-06-02,Leave of Absence,88.0,Travel_Frequently,No
545,Emp545,LN545,34,Female,Divorced,Finance,Accountant,10023,Associate's,2007-12-23,Leave of Absence,25.0,Travel_Frequently,No
546,Emp546,LN546,34,Female,Married,Human Resources,HR Manager,18048,High School,2014-02-02,Leave of Absence,103.0,Travel_Rarely,Yes
547,Emp547,LN547,53,Female,Married,IT,Systems Admin,9406,Master's,2011-02-04,Active,14.0,Non-Travel,No
548,Emp548,LN548,48,Nonbinary,Married,IT,Network Engineer,4517,High School,2014-08-11,Leave of Absence,10.0,Travel_Rarely,Yes
549,Emp549,LN549,24,Nonbinary,Married,Sales,Sales Executive,7704,Associate's,2010-09-14,Terminated,137.0,Travel_Rarely,No
550,Emp550,LN550,29,Female,Married,Marketing,Brand Manager,12807,Bachelor's,2010-01-20,Terminated,72.0,Non-Travel,No
551,Emp551,LN551,40,Male,Married,Operations,Logistics Coordinator,5249,Associate's,2008-07-14,Leave of Absence,119.0,Non-Travel,No
552,Emp552,LN552,33,Nonbinary,Divorced,Finance,Accountant,19375,Bachelor's,2010-08-09,Leave of Absence,10.0,Travel_Frequently,Yes
553,Emp553,LN553,50,Female,Single,Finance,Financial Analyst,15171,High School,2015-03-24,Terminated,75.0,Travel_Rarely,Yes
554,Emp554,LN554,56,Nonbinary,Divorced,Human Resources,HR Specialist,10516,High School,2019-10-29,Leave of Absence,98.0,Travel_Frequently,No
555,Emp555,LN555,60,Nonbinary,Single,Operations,Operations Analyst,4353,Associate's,2009-07-16,Leave of Absence,44.0,Travel_Frequently,No
556,Emp556,LN556,40,Female,Divorced,Human Resources,Recruiter,18096,Associate's,2006-03-14,Leave of Absence,131.0,Non-Travel,No
557,Emp557,LN557,45,Male,Married,R&D,Principal Researcher,14262,Master's,2020-04-23,Leave of Absence,22.0,Travel_Frequently,Yes
558,Emp558,LN558,30,Female,Divorced,Marketing,SEO Specialist,4581,Master's,2006-05-03,Terminated,138.0,Travel_Frequently,Yes
559,Emp559,LN559,26,Nonbinary,Married,Customer Success,Support Associate,11982,Master's,2019-12-21,Terminated,67.0,Travel_Frequently,Yes
560,Emp560,LN560,47,Nonbinary,Divorced,R&D,Lab Technician,8452,High School,2022-09-27,Leave of Absence,133.0,Travel_Rarely,Yes
561,Emp561,LN561,40,Male,Divorced,Engineering,Software Engineer,17932,Master's,2011-09-04,Active,6.0,Travel_Rarely,Yes
562,Emp562,LN562,43,Female,Single,Sales,Sales Representative,19715,Associate's,2019-09-21,Active,17.0,Travel_Frequently,No
563,Emp563,LN563,47,Female,Divorced,Human Resources,Recruiter,11241,PhD,2018-09-16,Leave of Absence,23.0,Travel_Frequently,No
564,Emp564,LN564,52,Male,Single,Engineering,Software Engineer,17708,PhD,2018-10-18,Leave of Absence,135.0,Travel_Rarely,No
565,Emp565,LN565,28,Female,Married,Sales,Sales Executive,5251,Master's,2018-04-05,Active,59.0,Travel_Rarely,Yes
566,Emp566,LN566,47,Male,Single,Human Resources,HR Manager,16764,PhD,2019-12-28,Leave of Absence,14.0,Non-Travel,Yes
567,Emp567,LN567,56,Male,Divorced,Engineering,DevOps Engineer,10762,High School,2005-10-15,Terminated,49.0,Travel_Frequently,Yes
568,Emp568,LN568,22,Female,Divorced,Customer Success,Support Associate,19062,PhD,2015-06-20,Terminated,32.0,Non-Travel,No
569,Emp569,LN569,55,Female,Married,IT,Systems Admin,12080,Master's,2015-06-22,Active,85.0,Travel_Rarely,No
570,Emp570,LN570,42,Nonbinary,Divorced,Human Resources,HR Manager,6965,PhD,2019-04-02,Leave of Absence,12.0,Travel_Frequently,Yes
571,Emp571,LN571,35,Male,Single,Operations,Logistics Coordinator,5469,High School,2006-08-21,Leave of Absence,17.0,Travel_Frequently,No
572,Emp572,LN572,22,Male,Divorced,Customer Success,Customer Success Manager,7326,Associate's,2011-09-21,Active,44.0,Non-Travel,Yes
573,Emp573,LN573,22,Female,Married,Sales,Sales Representative,14741,High School,2006-06-17,Leave of Absence,100.0,Non-Travel,Yes
574,Emp574,LN574,53,Male,Married,Human Resources,HR Manager,10154,High School,2013-07-01,Active,18.0,Non-Travel,Yes
575,Emp575,LN575,38,Nonbinary,Married,Marketing,SEO Specialist,7157,High School,2019-08-07,Leave of Absence,101.0,Non-Travel,Yes
