employee_id,review_date,review_cycle,overall_rating,goals_score,manager_score,potential_rating,bonus_percentage,promotion_recommendation
469,2022-12-15,Annual,4,3.7,3.96,Medium,10,No
469,2023-06-15,Mid-Year,5,4.2,3.85,High,15,Yes
470,2021-12-15,Annual,4,3.63,3.27,Medium,10,No
470,2022-06-15,Mid-Year,3,2.41,2.77,Medium,6,No
470,2022-12-15,Annual,2,1.43,2.47,Medium,3,No
470,2023-06-15,Mid-Year,3,1.65,2.73,Low,6,No
471,2021-12-15,Annual,2,1.07,1.28,Medium,3,No
471,2022-06-15,Mid-Year,4,3.63,3.93,Medium,10,No
471,2022-12-15,Annual,3,2.22,1.57,Medium,6,No
471,2023-06-15,Mid-Year,3,2.7,2.22,Low,6,No
473,2021-12-15,Annual,3,2.17,2.68,Medium,6,No
473,2022-06-15,Mid-Year,3,1.75,2.41,Medium,6,No
473,2022-12-15,Annual,3,2.03,2.76,Medium,6,No
473,2023-06-15,Mid-Year,3,2.48,2.49,Low,6,No
474,2021-12-15,Annual,3,2.96,2.46,Medium,6,No
474,2022-06-15,Mid-Year,4,3.16,2.51,High,10,No
474,2022-12-15,Annual,3,2.01,2.91,Low,6,No
474,2023-06-15,Mid-Year,3,3.06,3.02,Medium,6,No
475,2021-12-15,Annual,3,2.53,1.65,Medium,6,No
475,2022-06-15,Mid-Year,4,3.77,3.79,Medium,10,No
475,2022-12-15,Annual,3,2.84,2.94,Medium,6,No
475,2023-06-15,Mid-Year,3,2.78,2.33,Medium,6,Yes
476,2021-12-15,Annual,3,1.9,2.51,High,6,No
476,2022-06-15,Mid-Year,2,2.27,2.3,Medium,3,Yes
476,2022-12-15,Annual,4,3.3,3.41,Low,10,No
476,2023-06-15,Mid-Year,3,2.98,1.66,High,6,No
477,2021-12-15,Annual,3,2.33,2.36,Medium,6,No
477,2022-06-15,Mid-Year,4,3.48,3.42,Medium,10,No
477,2022-12-15,Annual,2,2.12,1.57,Medium,3,No
477,2023-06-15,Mid-Year,3,2.73,2.72,Medium,6,No
478,2021-12-15,Annual,2,1.32,1.86,Low,3,Yes
478,2022-06-15,Mid-Year,3,1.97,2.22,Low,6,No
478,2022-12-15,Annual,2,1.39,1.75,Medium,3,Yes
478,2023-06-15,Mid-Year,3,2.57,2.33,Medium,6,No
479,2021-12-15,Annual,3,2.78,2.58,Medium,6,Yes
479,2022-06-15,Mid-Year,3,2.88,2.21,High,6,No
479,2022-12-15,Annual,3,2.96,2.8,High,6,No
479,2023-06-15,Mid-Year,3,2.21,2.25,Medium,6,No
481,2021-12-15,Annual,4,2.92,2.4,Medium,10,Yes
481,2022-06-15,Mid-Year,4,2.87,3.39,Medium,10,No
481,2022-12-15,Annual,3,2.28,2.0,High,6,No
481,2023-06-15,Mid-Year,3,2.47,2.7,Medium,6,No
482,2021-12-15,Annual,2,1.51,1.05,Medium,3,No
482,2022-06-15,Mid-Year,1,1.0,1.17,High,0,No
482,2022-12-15,Annual,3,2.34,1.94,Medium,6,No
482,2023-06-15,Mid-Year,3,2.33,2.17,Medium,6,Yes
483,2021-12-15,Annual,2,1.57,1.94,Medium,3,No
483,2022-06-15,Mid-Year,2,1.18,1.11,High,3,No
483,2022-12-15,Annual,3,2.34,1.84,Medium,6,No
483,2023-06-15,Mid-Year,3,1.82,2.89,Medium,6,No
484,2021-12-15,Annual,4,3.16,2.91,Medium,10,No
484,2022-06-15,Mid-Year,4,3.08,3.66,Medium,10,Yes
484,2022-12-15,Annual,4,2.67,3.47,High,10,No
484,2023-06-15,Mid-Year,3,2.6,2.67,Medium,6,Yes
485,2021-12-15,Annual,3,1.87,2.32,Medium,6,No
485,2022-06-15,Mid-Year,3,2.64,2.78,Low,6,No
485,2022-12-15,Annual,2,2.04,1.0,Medium,3,No
485,2023-06-15,Mid-Year,4,3.5,4.04,Low,10,No
486,2021-12-15,Annual,4,3.7,3.14,Medium,10,No
486,2022-06-15,Mid-Year,3,2.01,2.64,Medium,6,No
486,2022-12-15,Annual,3,2.25,1.89,High,6,No
486,2023-06-15,Mid-Year,3,2.65,2.52,High,6,No
487,2021-12-15,Annual,3,3.53,2.25,Medium,6,No
487,2022-06-15,Mid-Year,3,2.7,2.23,Medium,6,No
487,2022-12-15,Annual,3,2.25,4.13,High,6,No
487,2023-06-15,Mid-Year,4,3.48,3.45,Medium,10,No
488,2021-12-15,Annual,2,2.18,1.0,Low,3,No
488,2022-06-15,Mid-Year,3,1.99,2.73,Medium,6,No
488,2022-12-15,Annual,3,2.14,3.4,Medium,6,No
488,2023-06-15,Mid-Year,3,2.1,2.72,Medium,6,No
491,2021-12-15,Annual,5,3.86,3.41,Medium,15,No
491,2022-06-15,Mid-Year,3,1.98,2.39,Medium,6,No
491,2022-12-15,Annual,3,2.71,2.22,High,6,No
491,2023-06-15,Mid-Year,3,2.23,2.79,Low,6,No
492,2021-12-15,Annual,3,2.39,2.39,Medium,6,No
492,2022-06-15,Mid-Year,3,2.57,2.37,Medium,6,No
492,2022-12-15,Annual,3,2.57,2.21,Low,6,Yes
492,2023-06-15,Mid-Year,3,1.91,2.3,Medium,6,No
493,2021-12-15,Annual,2,1.88,1.62,High,3,Yes
493,2022-06-15,Mid-Year,4,3.19,3.8,Low,10,No
493,2022-12-15,Annual,3,2.55,2.1,Medium,6,No
493,2023-06-15,Mid-Year,1,1.0,1.0,Medium,0,Yes
494,2021-12-15,Annual,5,3.98,3.85,Medium,15,No
494,2022-06-15,Mid-Year,2,1.76,1.67,Medium,3,Yes
494,2022-12-15,Annual,3,1.55,2.33,Low,6,No
494,2023-06-15,Mid-Year,3,2.9,3.06,Medium,6,No
495,2021-12-15,Annual,5,4.28,4.12,Low,15,No
495,2022-06-15,Mid-Year,3,2.39,3.77,Medium,6,Yes
495,2022-12-15,Annual,3,2.99,2.1,Medium,6,Yes
495,2023-06-15,Mid-Year,3,2.67,3.5,Medium,6,No
496,2021-12-15,Annual,2,1.78,1.0,Medium,3,No
496,2022-06-15,Mid-Year,5,5.0,4.92,Medium,15,No
496,2022-12-15,Annual,5,3.37,3.97,Low,15,No
496,2023-06-15,Mid-Year,3,2.42,2.3,Low,6,No
497,2021-12-15,Annual,2,1.07,1.98,Medium,3,No
497,2022-06-15,Mid-Year,2,1.0,1.32,Medium,3,Yes
497,2022-12-15,Annual,3,1.69,2.91,Medium,6,No
497,2023-06-15,Mid-Year,4,3.17,2.85,Medium,10,No
498,2021-12-15,Annual,1,1.0,1.0,High,0,No
498,2022-06-15,Mid-Year,3,2.93,2.9,Medium,6,No
498,2022-12-15,Annual,2,1.18,1.0,Medium,3,No
498,2023-06-15,Mid-Year,4,2.82,4.45,Medium,10,No
499,2021-12-15,Annual,3,2.76,2.83,Medium,6,No
499,2022-06-15,Mid-Year,3,2.35,2.4,Medium,6,No
499,2022-12-15,Annual,3,1.91,2.29,High,6,Yes
499,2023-06-15,Mid-Year,3,1.77,2.39,High,6,Yes
500,2021-12-15,Annual,1,1.1,1.0,Low,0,No
500,2022-06-15,Mid-Year,2,1.9,1.75,Low,3,Yes
500,2022-12-15,Annual,3,2.29,2.61,Medium,6,Yes
500,2023-06-15,Mid-Year,3,1.34,2.42,Low,6,No
501,2021-12-15,Annual,4,2.57,3.2,Low,10,No
501,2022-06-15,Mid-Year,3,3.2,2.25,Medium,6,No
501,2022-12-15,Annual,3,2.51,2.86,Medium,6,No
501,2023-06-15,Mid-Year,3,2.46,2.14,Medium,6,No
502,2021-12-15,Annual,3,1.9,2.83,Medium,6,No
502,2022-06-15,Mid-Year,1,1.0,1.18,Low,0,No
502,2022-12-15,Annual,2,1.0,1.67,Medium,3,No
502,2023-06-15,Mid-Year,2,1.62,2.14,High,3,No
505,2021-12-15,Annual,3,2.33,2.47,Low,6,No
505,2022-06-15,Mid-Year,2,2.49,1.77,Low,3,No
505,2022-12-15,Annual,2,1.57,1.98,Medium,3,No
505,2023-06-15,Mid-Year,4,3.5,2.11,Medium,10,No
507,2021-12-15,Annual,2,1.07,2.77,Medium,3,No
507,2022-06-15,Mid-Year,3,2.46,2.68,Medium,6,No
507,2022-12-15,Annual,4,3.18,3.69,Medium,10,No
507,2023-06-15,Mid-Year,2,1.25,1.62,Low,3,No
508,2021-12-15,Annual,3,2.14,2.38,Medium,6,Yes
508,2022-06-15,Mid-Year,3,1.74,2.78,Medium,6,Yes
508,2022-12-15,Annual,2,1.43,2.37,Medium,3,No
508,2023-06-15,Mid-Year,4,3.58,3.46,Medium,10,No
510,2021-12-15,Annual,3,3.07,2.1,Medium,6,No
510,2022-06-15,Mid-Year,3,2.54,1.49,Medium,6,No
510,2022-12-15,Annual,3,2.49,2.63,High,6,No
510,2023-06-15,Mid-Year,3,1.99,3.05,Medium,6,No
511,2021-12-15,Annual,4,2.73,2.85,Low,10,No
511,2022-06-15,Mid-Year,3,1.81,2.22,Low,6,No
511,2022-12-15,Annual,3,2.18,2.24,Medium,6,No
511,2023-06-15,Mid-Year,3,2.66,1.81,Medium,6,No
513,2021-12-15,Annual,2,2.06,2.55,Medium,3,No
513,2022-06-15,Mid-Year,2,1.8,1.0,Medium,3,No
513,2022-12-15,Annual,4,3.79,3.58,Low,10,No
513,2023-06-15,Mid-Year,1,1.37,1.0,Medium,0,Yes
514,2021-12-15,Annual,4,3.51,3.62,High,10,No
514,2022-06-15,Mid-Year,1,1.0,1.3,Medium,0,No
514,2022-12-15,Annual,4,2.86,3.95,High,10,No
514,2023-06-15,Mid-Year,1,1.0,1.33,Medium,0,No
515,2021-12-15,Annual,3,2.78,3.07,Medium,6,No
515,2022-06-15,Mid-Year,5,3.37,4.54,Low,15,No
515,2022-12-15,Annual,3,2.36,2.99,Medium,6,No
515,2023-06-15,Mid-Year,3,2.35,2.46,Low,6,No
516,2021-12-15,Annual,3,2.17,2.45,Medium,6,No
516,2022-06-15,Mid-Year,3,2.04,3.03,Medium,6,No
516,2022-12-15,Annual,5,3.29,4.86,High,15,No
516,2023-06-15,Mid-Year,3,2.59,2.09,Medium,6,Yes
517,2021-12-15,Annual,3,2.33,2.99,Medium,6,Yes
517,2022-06-15,Mid-Year,3,2.66,2.93,Low,6,No
517,2022-12-15,Annual,3,1.94,2.59,Low,6,No
517,2023-06-15,Mid-Year,3,2.76,2.82,Medium,6,No
518,2021-12-15,Annual,4,2.55,3.41,Medium,10,No
518,2022-06-15,Mid-Year,3,2.09,2.07,High,6,No
518,2022-12-15,Annual,3,2.06,1.41,Medium,6,No
518,2023-06-15,Mid-Year,3,2.03,2.27,Medium,6,No
520,2021-12-15,Annual,1,1.0,1.0,Medium,0,No
520,2022-06-15,Mid-Year,3,2.44,2.24,Medium,6,No
520,2022-12-15,Annual,2,2.17,1.0,Medium,3,No
520,2023-06-15,Mid-Year,2,1.61,1.93,Low,3,No
521,2021-12-15,Annual,3,2.79,3.01,Medium,6,No
521,2022-06-15,Mid-Year,3,3.02,2.77,Low,6,No
521,2022-12-15,Annual,4,3.14,3.93,Medium,10,No
521,2023-06-15,Mid-Year,4,3.6,3.23,High,10,No
522,2021-12-15,Annual,4,3.21,3.62,Low,10,Yes
522,2022-06-15,Mid-Year,3,1.87,2.26,Medium,6,No
522,2022-12-15,Annual,3,2.48,1.44,Medium,6,No
522,2023-06-15,Mid-Year,4,3.04,2.83,Medium,10,Yes
523,2021-12-15,Annual,4,3.63,3.69,Medium,10,No
523,2022-06-15,Mid-Year,3,2.72,2.39,Medium,6,No
523,2022-12-15,Annual,4,3.52,3.44,Medium,10,Yes
523,2023-06-15,Mid-Year,2,1.99,1.0,High,3,No
524,2021-12-15,Annual,2,1.81,1.31,High,3,No
524,2022-06-15,Mid-Year,4,3.19,3.23,Low,10,No
524,2022-12-15,Annual,2,1.24,1.76,High,3,No
524,2023-06-15,Mid-Year,2,1.0,1.45,Medium,3,No
525,2021-12-15,Annual,3,2.47,2.48,Medium,6,No
525,2022-06-15,Mid-Year,4,4.08,2.88,Medium,10,No
525,2022-12-15,Annual,4,3.42,4.04,Medium,10,No
525,2023-06-15,Mid-Year,1,1.34,1.0,Low,0,No
526,2021-12-15,Annual,4,2.93,4.04,Medium,10,No
526,2022-06-15,Mid-Year,2,2.3,2.32,Medium,3,No
526,2022-12-15,Annual,3,3.17,2.31,High,6,No
526,2023-06-15,Mid-Year,2,1.6,1.33,Medium,3,No
527,2021-12-15,Annual,5,3.52,4.31,High,15,Yes
527,2022-06-15,Mid-Year,2,1.98,2.43,High,3,No
527,2022-12-15,Annual,3,1.82,2.17,Medium,6,Yes
527,2023-06-15,Mid-Year,5,3.43,4.59,High,15,Yes
529,2021-12-15,Annual,3,2.14,2.5,Medium,6,No
529,2022-06-15,Mid-Year,3,2.08,2.37,Medium,6,No
529,2022-12-15,Annual,3,1.95,2.01,High,6,No
529,2023-06-15,Mid-Year,3,2.07,2.36,Medium,6,No
530,2021-12-15,Annual,3,2.34,1.43,Medium,6,No
530,2022-06-15,Mid-Year,3,2.49,2.37,Medium,6,Yes
530,2022-12-15,Annual,3,1.84,3.62,Medium,6,Yes
530,2023-06-15,Mid-Year,4,2.6,3.66,Low,10,No
531,2021-12-15,Annual,3,2.71,3.2,Low,6,No
531,2022-06-15,Mid-Year,3,2.28,2.31,Medium,6,No
531,2022-12-15,Annual,3,2.12,1.98,Medium,6,No
531,2023-06-15,Mid-Year,3,2.24,2.56,Medium,6,No
532,2021-12-15,Annual,4,3.26,3.1,Medium,10,No
532,2022-06-15,Mid-Year,4,3.35,3.72,High,10,No
532,2022-12-15,Annual,2,1.07,1.38,Medium,3,No
532,2023-06-15,Mid-Year,3,2.38,1.92,Medium,6,No
533,2021-12-15,Annual,4,3.21,3.22,High,10,No
533,2022-06-15,Mid-Year,2,1.79,1.72,Medium,3,No
533,2022-12-15,Annual,3,1.63,3.41,High,6,No
533,2023-06-15,Mid-Year,3,2.32,3.16,High,6,Yes
534,2021-12-15,Annual,3,2.54,3.44,Medium,6,No
534,2022-06-15,Mid-Year,2,1.65,2.3,Medium,3,No
534,2022-12-15,Annual,3,2.89,2.7,Medium,6,No
534,2023-06-15,Mid-Year,3,2.81,1.97,Medium,6,No
536,2021-12-15,Annual,2,1.31,1.73,Medium,3,No
536,2022-06-15,Mid-Year,3,1.84,3.44,Low,6,No
536,2022-12-15,Annual,4,4.05,3.11,High,10,Yes
536,2023-06-15,Mid-Year,2,1.79,2.19,Medium,3,Yes
538,2021-12-15,Annual,5,4.37,4.65,Low,15,No
538,2022-06-15,Mid-Year,4,2.92,2.55,Medium,10,Yes
538,2022-12-15,Annual,4,3.37,3.6,Medium,10,No
538,2023-06-15,Mid-Year,3,1.85,3.41,Medium,6,No
543,2021-12-15,Annual,3,2.65,3.14,Medium,6,No
543,2022-06-15,Mid-Year,1,1.24,1.0,Medium,0,No
543,2022-12-15,Annual,2,1.92,2.31,Medium,3,No
543,2023-06-15,Mid-Year,4,2.84,4.04,Medium,10,Yes
544,2021-12-15,Annual,3,2.52,1.32,Low,6,Yes
544,2022-06-15,Mid-Year,4,3.0,3.11,Medium,10,No
544,2022-12-15,Annual,3,2.17,3.32,Low,6,No
544,2023-06-15,Mid-Year,3,2.88,2.51,Medium,6,No
546,2021-12-15,Annual,4,3.68,3.08,Medium,10,No
546,2022-06-15,Mid-Year,3,2.16,2.45,Medium,6,No
546,2022-12-15,Annual,3,2.54,2.81,High,6,No
546,2023-06-15,Mid-Year,3,2.16,1.98,Medium,6,No
547,2021-12-15,Annual,2,1.32,1.73,High,3,No
547,2022-06-15,Mid-Year,3,2.32,2.87,Medium,6,No
547,2022-12-15,Annual,3,2.76,2.01,Medium,6,Yes
547,2023-06-15,Mid-Year,3,2.13,2.96,Low,6,No
548,2021-12-15,Annual,3,2.25,2.94,Medium,6,No
548,2022-06-15,Mid-Year,3,2.54,3.22,High,6,No
548,2022-12-15,Annual,3,1.4,2.15,High,6,No
548,2023-06-15,Mid-Year,1,1.0,1.0,High,0,No
549,2021-12-15,Annual,4,3.63,4.01,Medium,10,No
549,2022-06-15,Mid-Year,2,1.0,1.79,Medium,3,No
549,2022-12-15,Annual,3,2.29,2.2,Medium,6,No
549,2023-06-15,Mid-Year,3,2.95,2.89,Medium,6,No
550,2021-12-15,Annual,3,2.35,2.0,Low,6,No
550,2022-06-15,Mid-Year,5,3.81,4.06,Medium,15,No
550,2022-12-15,Annual,2,1.0,1.66,Medium,3,Yes
550,2023-06-15,Mid-Year,3,2.4,2.36,Medium,6,No
551,2021-12-15,Annual,2,2.21,1.0,Medium,3,No
551,2022-06-15,Mid-Year,4,3.36,3.96,High,10,Yes
551,2022-12-15,Annual,5,4.21,3.16,Medium,15,No
551,2023-06-15,Mid-Year,2,1.73,2.1,Low,3,No
554,2021-12-15,Annual,3,2.67,2.93,Medium,6,No
554,2022-06-15,Mid-Year,1,1.0,1.0,Low,0,Yes
554,2022-12-15,Annual,3,2.3,3.37,Medium,6,No
554,2023-06-15,Mid-Year,3,2.35,2.4,Medium,6,No
555,2021-12-15,Annual,2,1.22,1.8,Medium,3,No
555,2022-06-15,Mid-Year,3,2.79,2.11,Medium,6,No
555,2022-12-15,Annual,2,1.25,1.97,High,3,Yes
555,2023-06-15,Mid-Year,4,3.04,3.6,Medium,10,No
556,2021-12-15,Annual,5,3.81,4.42,Medium,15,No
556,2022-06-15,Mid-Year,4,2.39,3.66,Low,10,No
556,2022-12-15,Annual,4,4.01,2.57,Medium,10,No
556,2023-06-15,Mid-Year,3,2.59,3.04,Medium,6,No
558,2021-12-15,Annual,3,2.73,2.21,High,6,No
558,2022-06-15,Mid-Year,3,1.9,2.73,Medium,6,No
558,2022-12-15,Annual,3,3.04,1.72,Medium,6,No
558,2023-06-15,Mid-Year,4,3.2,3.27,Medium,10,No
560,2021-12-15,Annual,3,1.7,2.54,High,6,No
560,2022-06-15,Mid-Year,2,1.32,1.45,Medium,3,No
560,2022-12-15,Annual,1,1.0,1.0,Medium,0,No
560,2023-06-15,Mid-Year,2,1.67,1.96,Low,3,No
562,2021-12-15,Annual,3,2.72,2.03,Medium,6,No
562,2022-06-15,Mid-Year,5,3.47,5.0,Medium,15,No
562,2022-12-15,Annual,1,1.33,1.0,Low,0,No
562,2023-06-15,Mid-Year,4,2.97,3.76,Medium,10,No
564,2021-12-15,Annual,3,2.76,1.89,Low,6,No
564,2022-06-15,Mid-Year,1,1.0,1.35,Medium,0,No
564,2022-12-15,Annual,2,1.74,1.99,Medium,3,No
564,2023-06-15,Mid-Year,3,2.11,2.75,Medium,6,No
565,2021-12-15,Annual,3,2.51,2.45,Medium,6,No
565,2022-06-15,Mid-Year,3,2.54,2.62,Medium,6,No
565,2022-12-15,Annual,3,2.47,3.31,Medium,6,No
565,2023-06-15,Mid-Year,3,2.31,1.61,Medium,6,No
566,2021-12-15,Annual,2,1.25,1.77,Medium,3,Yes
566,2022-06-15,Mid-Year,1,1.0,1.0,Medium,0,No
566,2022-12-15,Annual,3,2.61,2.52,High,6,No
566,2023-06-15,Mid-Year,3,3.1,2.57,Low,6,No
567,2021-12-15,Annual,4,3.26,3.88,Medium,10,No
567,2022-06-15,Mid-Year,3,1.91,2.93,High,6,No
567,2022-12-15,Annual,4,2.37,3.96,Medium,10,No
567,2023-06-15,Mid-Year,4,2.98,2.94,Medium,10,No
568,2021-12-15,Annual,3,2.12,2.84,Medium,6,No
568,2022-06-15,Mid-Year,3,2.22,1.86,Medium,6,No
568,2022-12-15,Annual,3,2.93,2.44,Medium,6,No
568,2023-06-15,Mid-Year,1,1.51,1.0,Medium,0,No
569,2021-12-15,Annual,2,1.77,1.88,Medium,3,Yes
569,2022-06-15,Mid-Year,3,2.7,1.82,Medium,6,No
569,2022-12-15,Annual,4,2.69,2.32,Medium,10,No
569,2023-06-15,Mid-Year,4,2.97,4.15,Medium,10,No
571,2021-12-15,Annual,3,1.99,2.62,Medium,6,No
571,2022-06-15,Mid-Year,3,2.24,2.69,High,6,Yes
571,2022-12-15,Annual,3,2.76,1.77,Medium,6,No
571,2023-06-15,Mid-Year,4,3.6,3.18,Medium,10,No
573,2021-12-15,Annual,2,1.66,1.37,Medium,3,No
573,2022-06-15,Mid-Year,3,2.07,1.94,Medium,6,Yes
573,2022-12-15,Annual,3,2.21,2.2,Medium,6,No
573,2023-06-15,Mid-Year,2,1.9,1.68,Medium,3,No
574,2021-12-15,Annual,4,3.1,3.24,Low,10,No
574,2022-06-15,Mid-Year,4,3.73,3.43,Low,10,No
574,2022-12-15,Annual,3,1.81,2.54,Medium,6,Yes
574,2023-06-15,Mid-Year,3,2.83,2.71,Medium,6,No
575,2021-12-15,Annual,2,1.95,1.1,Medium,3,Yes
575,2022-06-15,Mid-Year,2,1.48,1.0,Medium,3,No
575,2022-12-15,Annual,3,2.79,2.7,Medium,6,No
575,2023-06-15,Mid-Year,1,1.0,1.0,High,0,No
577,2021-12-15,Annual,3,1.72,2.3,Medium,6,No
577,2022-06-15,Mid-Year,3,2.11,2.26,Medium,6,Yes
577,2022-12-15,Annual,1,1.45,1.0,Low,0,No
577,2023-06-15,Mid-Year,4,3.58,3.94,Medium,10,No
578,2021-12-15,Annual,4,3.11,3.97,High,10,Yes
578,2022-06-15,Mid-Year,3,2.67,3.21,High,6,No
578,2022-12-15,Annual,3,3.24,3.18,Medium,6,No
578,2023-06-15,Mid-Year,3,2.3,2.77,Medium,6,No
579,2021-12-15,Annual,3,2.23,2.37,Medium,6,No
579,2022-06-15,Mid-Year,4,3.66,2.69,Low,10,No
579,2022-12-15,Annual,3,2.42,1.57,Medium,6,No
579,2023-06-15,Mid-Year,4,3.05,3.4,Medium,10,No
580,2021-12-15,Annual,5,4.27,4.65,Medium,15,No
580,2022-06-15,Mid-Year,3,2.95,2.94,Medium,6,No
580,2022-12-15,Annual,3,2.46,3.1,Medium,6,No
580,2023-06-15,Mid-Year,3,2.56,2.4,Medium,6,No
581,2021-12-15,Annual,2,1.33,1.37,Medium,3,No
581,2022-06-15,Mid-Year,1,1.0,1.67,Low,0,Yes
581,2022-12-15,Annual,3,2.98,2.1,Low,6,No
581,2023-06-15,Mid-Year,4,3.54,3.69,Low,10,No
582,2021-12-15,Annual,3,2.04,1.96,Medium,6,No
582,2022-06-15,Mid-Year,4,3.79,2.14,Medium,10,No
582,2022-12-15,Annual,2,1.0,2.91,High,3,No
582,2023-06-15,Mid-Year,3,2.33,3.45,Medium,6,No
584,2021-12-15,Annual,2,1.21,1.58,Medium,3,No
584,2022-06-15,Mid-Year,3,2.54,2.59,Low,6,No
584,2022-12-15,Annual,3,2.28,2.3,Medium,6,No
584,2023-06-15,Mid-Year,3,1.8,2.39,Low,6,No
585,2021-12-15,Annual,4,3.61,3.62,Medium,10,No
585,2022-06-15,Mid-Year,3,3.2,3.08,Medium,6,No
585,2022-12-15,Annual,3,3.23,2.9,Low,6,No
585,2023-06-15,Mid-Year,3,2.02,2.92,High,6,No
586,2021-12-15,Annual,3,2.03,1.8,High,6,No
586,2022-06-15,Mid-Year,2,1.78,1.32,High,3,No
586,2022-12-15,Annual,4,3.32,2.96,Medium,10,No
586,2023-06-15,Mid-Year,4,3.55,3.57,Low,10,No
587,2021-12-15,Annual,1,1.0,1.0,Medium,0,No
587,2022-06-15,Mid-Year,2,1.72,1.9,High,3,No
587,2022-12-15,Annual,2,1.44,2.24,High,3,No
587,2023-06-15,Mid-Year,3,2.53,2.97,Medium,6,No
590,2021-12-15,Annual,3,2.52,2.42,Medium,6,No
590,2022-06-15,Mid-Year,3,2.31,2.69,Medium,6,No
590,2022-12-15,Annual,3,2.53,1.87,Medium,6,No
590,2023-06-15,Mid-Year,3,2.89,2.05,Medium,6,No
591,2021-12-15,Annual,3,2.68,1.93,High,6,No
591,2022-06-15,Mid-Year,2,1.0,3.42,Medium,3,No
591,2022-12-15,Annual,4,3.46,3.55,Medium,10,Yes
591,2023-06-15,Mid-Year,3,2.04,2.37,Low,6,No
592,2021-12-15,Annual,3,1.78,2.19,Low,6,No
592,2022-06-15,Mid-Year,2,1.29,1.83,Medium,3,No
592,2022-12-15,Annual,3,2.81,1.98,High,6,No
592,2023-06-15,Mid-Year,3,2.3,3.18,Medium,6,No
593,2021-12-15,Annual,3,2.29,2.51,Low,6,No
593,2022-06-15,Mid-Year,3,2.64,2.27,Low,6,No
593,2022-12-15,Annual,3,2.39,3.5,Medium,6,No
593,2023-06-15,Mid-Year,2,1.97,2.41,High,3,No
595,2021-12-15,Annual,1,1.0,1.34,Medium,0,No
595,2022-06-15,Mid-Year,3,2.23,2.68,High,6,No
595,2022-12-15,Annual,4,3.17,2.95,Medium,10,Yes
595,2023-06-15,Mid-Year,3,2.34,2.22,High,6,No
597,2021-12-15,Annual,2,1.36,1.61,High,3,No
597,2022-06-15,Mid-Year,2,1.56,1.3,Low,3,No
597,2022-12-15,Annual,3,2.09,2.71,Medium,6,No
597,2023-06-15,Mid-Year,5,3.83,4.49,Medium,15,No
599,2021-12-15,Annual,3,2.31,3.4,Medium,6,No
599,2022-06-15,Mid-Year,4,2.65,3.13,Medium,10,No
599,2022-12-15,Annual,3,2.96,2.93,Medium,6,Yes
599,2023-06-15,Mid-Year,3,2.3,3.06,Medium,6,No
600,2021-12-15,Annual,4,2.45,3.97,Medium,10,No
600,2022-06-15,Mid-Year,2,1.76,1.65,Medium,3,No
600,2022-12-15,Annual,3,2.8,2.44,Medium,6,Yes
600,2023-06-15,Mid-Year,3,2.79,2.45,Low,6,No
601,2021-12-15,Annual,5,4.2,4.35,High,15,No
601,2022-06-15,Mid-Year,4,3.83,3.01,High,10,Yes
601,2022-12-15,Annual,3,2.79,2.8,High,6,Yes
601,2023-06-15,Mid-Year,3,1.93,2.71,Medium,6,No
602,2021-12-15,Annual,2,1.78,1.62,Medium,3,No
602,2022-06-15,Mid-Year,3,2.69,2.36,High,6,No
602,2022-12-15,Annual,2,1.87,1.91,Medium,3,No
602,2023-06-15,Mid-Year,3,2.46,1.71,Medium,6,No
604,2021-12-15,Annual,2,1.86,1.76,High,3,No
604,2022-06-15,Mid-Year,3,2.29,1.82,Medium,6,Yes
604,2022-12-15,Annual,3,2.56,2.1,High,6,Yes
604,2023-06-15,Mid-Year,3,1.74,2.81,Medium,6,No
605,2021-12-15,Annual,5,4.16,4.71,Medium,15,No
605,2022-06-15,Mid-Year,2,1.79,1.0,Low,3,No
605,2022-12-15,Annual,3,2.42,2.99,Low,6,No
605,2023-06-15,Mid-Year,1,1.34,1.7,Medium,0,No
606,2021-12-15,Annual,3,2.68,1.52,High,6,No
606,2022-06-15,Mid-Year,4,2.98,3.75,Medium,10,No
606,2022-12-15,Annual,2,2.11,1.06,Medium,3,No
606,2023-06-15,Mid-Year,3,2.5,2.69,Medium,6,No
608,2021-12-15,Annual,3,2.39,3.18,Medium,6,Yes
608,2022-06-15,Mid-Year,4,2.78,3.16,Low,10,No
608,2022-12-15,Annual,1,1.0,1.0,Low,0,No
608,2023-06-15,Mid-Year,3,2.6,2.69,High,6,No
611,2021-12-15,Annual,3,2.36,2.2,Low,6,No
611,2022-06-15,Mid-Year,2,1.47,2.05,Low,3,No
611,2022-12-15,Annual,3,2.63,2.44,Medium,6,No
611,2023-06-15,Mid-Year,3,2.14,2.66,Medium,6,No
612,2021-12-15,Annual,3,2.37,2.2,Medium,6,No
612,2022-06-15,Mid-Year,4,4.69,3.91,High,10,No
612,2022-12-15,Annual,3,2.58,1.63,Medium,6,No
612,2023-06-15,Mid-Year,2,2.03,1.67,High,3,No
613,2021-12-15,Annual,3,2.53,2.29,Medium,6,No
613,2022-06-15,Mid-Year,3,2.57,2.72,Low,6,No
613,2022-12-15,Annual,3,2.37,3.24,Medium,6,No
613,2023-06-15,Mid-Year,3,2.36,2.25,Medium,6,No
614,2021-12-15,Annual,2,1.81,1.17,Medium,3,No
614,2022-06-15,Mid-Year,2,1.57,1.57,Medium,3,Yes
